server,jreVersion,tcNativeVersion,clientAuth,serverCert,clientCert,cipher,resumption,enabledExtendedMasterSecret,page,connectionsTotal,seconds,bytes/connection
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,false,small,1,60,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,false,-,5089,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,false,huge,189,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,false,large,1379,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,false,medium,4259,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,false,small,4556,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,false,-,16378,32,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,false,huge,3,60,69905160
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,false,large,1,60,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,false,medium,3,60,349616
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,false,small,3,60,6917
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,false,-,5129,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,false,huge,186,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,false,large,1369,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,false,medium,4274,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,false,small,4568,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,false,-,16376,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,false,huge,5,61,83886192
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,false,large,15,61,9786839
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,false,medium,2,60,262212
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,false,small,3,60,6917
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,false,-,10901,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,false,huge,189,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,false,large,1584,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,false,medium,7626,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,false,small,8976,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,false,-,42013,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,false,huge,2,60,52428870
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,false,large,1,60,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,false,medium,6,60,437020
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,false,small,6,60,8646
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,false,-,3296,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,false,huge,177,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,false,large,1175,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,false,medium,2927,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,false,small,3081,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,false,-,16375,33,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,false,huge,9,61,93206880
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,false,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,false,medium,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,false,small,2,60,5188
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,false,-,5133,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,false,huge,182,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,false,large,1346,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,false,medium,4263,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,false,small,4583,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,false,-,16378,32,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,false,huge,6,61,87381450
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,false,large,6,60,8738249
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,false,medium,5,60,419540
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,false,small,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,false,-,5121,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,false,huge,178,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,false,large,1323,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,false,medium,4248,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,false,small,4593,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,false,-,16377,32,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,false,huge,2,60,52428870
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,false,large,3,61,6990599
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,false,medium,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,false,small,4,60,7782
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,false,-,10850,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,false,huge,188,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,false,large,1579,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,false,medium,7590,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,false,small,8944,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,false,-,39002,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,false,huge,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,false,large,6,60,8738249
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,false,medium,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,false,small,3,60,6917
tls-undertow,1.8,-,need,server,client,-,new,false,-,1057,31,0
tls-undertow,1.8,-,need,server,client,-,new,false,huge,16,32,104857742
tls-undertow,1.8,-,need,server,client,-,new,false,large,138,31,10485901
tls-undertow,1.8,-,need,server,client,-,new,false,medium,801,31,524427
tls-undertow,1.8,-,need,server,client,-,new,false,small,1053,31,10378
tls-undertow,1.8,-,need,server,client,-,reuse,false,-,1062,31,0
tls-undertow,1.8,-,need,server,client,-,reuse,false,huge,16,32,104857742
tls-undertow,1.8,-,need,server,client,-,reuse,false,large,137,31,10485901
tls-undertow,1.8,-,need,server,client,-,reuse,false,medium,802,31,524427
tls-undertow,1.8,-,need,server,client,-,reuse,false,small,1054,31,10378
tls-undertow,1.8,-,need,server,client-2048,-,new,false,-,1195,31,0
tls-undertow,1.8,-,need,server,client-2048,-,new,false,huge,16,31,104857742
tls-undertow,1.8,-,need,server,client-2048,-,new,false,large,139,31,10485901
tls-undertow,1.8,-,need,server,client-2048,-,new,false,medium,881,31,524427
tls-undertow,1.8,-,need,server,client-2048,-,new,false,small,1194,31,10378
tls-undertow,1.8,-,need,server,client-2048,-,reuse,false,-,1193,31,0
tls-undertow,1.8,-,need,server,client-2048,-,reuse,false,huge,16,31,104857742
tls-undertow,1.8,-,need,server,client-2048,-,reuse,false,large,139,31,10485901
tls-undertow,1.8,-,need,server,client-2048,-,reuse,false,medium,880,31,524427
tls-undertow,1.8,-,need,server,client-2048,-,reuse,false,small,1192,31,10378
tls-undertow,1.8,-,need,server-2048,client,-,new,false,-,2698,31,0
tls-undertow,1.8,-,need,server-2048,client,-,new,false,huge,16,31,104857742
tls-undertow,1.8,-,need,server-2048,client,-,new,false,large,149,31,10485901
tls-undertow,1.8,-,need,server-2048,client,-,new,false,medium,1473,31,524427
tls-undertow,1.8,-,need,server-2048,client,-,new,false,small,2660,31,10378
tls-undertow,1.8,-,need,server-2048,client,-,reuse,false,-,2708,31,0
tls-undertow,1.8,-,need,server-2048,client,-,reuse,false,huge,16,31,104857742
tls-undertow,1.8,-,need,server-2048,client,-,reuse,false,large,149,31,10485901
tls-undertow,1.8,-,need,server-2048,client,-,reuse,false,medium,1476,31,524427
tls-undertow,1.8,-,need,server-2048,client,-,reuse,false,small,2661,31,10378
tls-undertow,1.8,-,need,server-2048,client-2048,-,new,false,-,3907,31,0
tls-undertow,1.8,-,need,server-2048,client-2048,-,new,false,huge,16,31,104857742
tls-undertow,1.8,-,need,server-2048,client-2048,-,new,false,large,153,31,10485901
tls-undertow,1.8,-,need,server-2048,client-2048,-,new,false,medium,1773,31,524427
tls-undertow,1.8,-,need,server-2048,client-2048,-,new,false,small,3802,31,10378
tls-undertow,1.8,-,need,server-2048,client-2048,-,reuse,false,-,3959,31,0
tls-undertow,1.8,-,need,server-2048,client-2048,-,reuse,false,huge,16,31,104857742
tls-undertow,1.8,-,need,server-2048,client-2048,-,reuse,false,large,152,31,10485901
tls-undertow,1.8,-,need,server-2048,client-2048,-,reuse,false,medium,1761,31,524427
tls-undertow,1.8,-,need,server-2048,client-2048,-,reuse,false,small,3739,31,10378
tls-undertow,10,-,need,server,client,-,new,false,-,1615,31,0
tls-undertow,10,-,need,server,client,-,new,false,huge,109,31,104857742
tls-undertow,10,-,need,server,client,-,new,false,large,674,31,10485901
tls-undertow,10,-,need,server,client,-,new,false,medium,1566,31,524427
tls-undertow,10,-,need,server,client,-,new,false,small,1647,31,10378
tls-undertow,10,-,need,server,client,-,reuse,false,-,1623,31,0
tls-undertow,10,-,need,server,client,-,reuse,false,huge,109,31,104857742
tls-undertow,10,-,need,server,client,-,reuse,false,large,679,31,10485901
tls-undertow,10,-,need,server,client,-,reuse,false,medium,1562,31,524427
tls-undertow,10,-,need,server,client,-,reuse,false,small,1644,31,10378
tls-undertow,10,-,need,server,client-2048,-,new,false,-,1937,31,0
tls-undertow,10,-,need,server,client-2048,-,new,false,huge,108,31,104857742
tls-undertow,10,-,need,server,client-2048,-,new,false,large,699,31,10485901
tls-undertow,10,-,need,server,client-2048,-,new,false,medium,1827,31,524427
tls-undertow,10,-,need,server,client-2048,-,new,false,small,1967,31,10378
tls-undertow,10,-,need,server,client-2048,-,reuse,false,-,1979,31,0
tls-undertow,10,-,need,server,client-2048,-,reuse,false,huge,108,31,104857742
tls-undertow,10,-,need,server,client-2048,-,reuse,false,large,726,31,10485901
tls-undertow,10,-,need,server,client-2048,-,reuse,false,medium,1868,31,524427
tls-undertow,10,-,need,server,client-2048,-,reuse,false,small,1996,31,10378
tls-undertow,10,-,need,server-2048,client,-,new,false,-,3171,31,0
tls-undertow,10,-,need,server-2048,client,-,new,false,huge,110,31,104857742
tls-undertow,10,-,need,server-2048,client,-,new,false,large,829,31,10485901
tls-undertow,10,-,need,server-2048,client,-,new,false,medium,2848,31,524427
tls-undertow,10,-,need,server-2048,client,-,new,false,small,3167,31,10378
tls-undertow,10,-,need,server-2048,client,-,reuse,false,-,3161,31,0
tls-undertow,10,-,need,server-2048,client,-,reuse,false,huge,110,31,104857742
tls-undertow,10,-,need,server-2048,client,-,reuse,false,large,831,31,10485901
tls-undertow,10,-,need,server-2048,client,-,reuse,false,medium,2842,31,524427
tls-undertow,10,-,need,server-2048,client,-,reuse,false,small,3165,31,10378
tls-undertow,10,-,need,server-2048,client-2048,-,new,false,-,4893,31,0
tls-undertow,10,-,need,server-2048,client-2048,-,new,false,huge,115,31,104857742
tls-undertow,10,-,need,server-2048,client-2048,-,new,false,large,931,31,10485901
tls-undertow,10,-,need,server-2048,client-2048,-,new,false,medium,4090,31,524427
tls-undertow,10,-,need,server-2048,client-2048,-,new,false,small,4623,31,10378
tls-undertow,10,-,need,server-2048,client-2048,-,reuse,false,-,4916,31,0
tls-undertow,10,-,need,server-2048,client-2048,-,reuse,false,huge,114,31,104857742
tls-undertow,10,-,need,server-2048,client-2048,-,reuse,false,large,929,31,10485901
tls-undertow,10,-,need,server-2048,client-2048,-,reuse,false,medium,4143,31,524427
tls-undertow,10,-,need,server-2048,client-2048,-,reuse,false,small,4836,31,10378
tls-undertow,11,-,need,server,client,-,new,false,-,1647,31,0
tls-undertow,11,-,need,server,client,-,new,false,huge,138,31,104857742
tls-undertow,11,-,need,server,client,-,new,false,large,775,31,10485901
tls-undertow,11,-,need,server,client,-,new,false,medium,1565,31,524427
tls-undertow,11,-,need,server,client,-,new,false,small,1622,31,10378
tls-undertow,11,-,need,server,client,-,reuse,false,-,1657,31,0
tls-undertow,11,-,need,server,client,-,reuse,false,huge,135,31,104857742
tls-undertow,11,-,need,server,client,-,reuse,false,large,766,31,10485901
tls-undertow,11,-,need,server,client,-,reuse,false,medium,1562,31,524427
tls-undertow,11,-,need,server,client,-,reuse,false,small,1612,31,10378
tls-undertow,11,-,need,server,client-2048,-,new,false,-,2004,31,0
tls-undertow,11,-,need,server,client-2048,-,new,false,huge,141,31,104857742
tls-undertow,11,-,need,server,client-2048,-,new,false,large,845,31,10485901
tls-undertow,11,-,need,server,client-2048,-,new,false,medium,1879,31,524427
tls-undertow,11,-,need,server,client-2048,-,new,false,small,1969,31,10378
tls-undertow,11,-,need,server,client-2048,-,reuse,false,-,1999,31,0
tls-undertow,11,-,need,server,client-2048,-,reuse,false,huge,138,31,104857742
tls-undertow,11,-,need,server,client-2048,-,reuse,false,large,839,31,10485901
tls-undertow,11,-,need,server,client-2048,-,reuse,false,medium,1869,31,524427
tls-undertow,11,-,need,server,client-2048,-,reuse,false,small,1954,31,10378
tls-undertow,11,-,need,server-2048,client,-,new,false,-,3209,31,0
tls-undertow,11,-,need,server-2048,client,-,new,false,huge,144,31,104857742
tls-undertow,11,-,need,server-2048,client,-,new,false,large,993,31,10485901
tls-undertow,11,-,need,server-2048,client,-,new,false,medium,2792,31,524427
tls-undertow,11,-,need,server-2048,client,-,new,false,small,2991,31,10378
tls-undertow,11,-,need,server-2048,client,-,reuse,false,-,3213,31,0
tls-undertow,11,-,need,server-2048,client,-,reuse,false,huge,143,31,104857742
tls-undertow,11,-,need,server-2048,client,-,reuse,false,large,990,31,10485901
tls-undertow,11,-,need,server-2048,client,-,reuse,false,medium,2787,31,524427
tls-undertow,11,-,need,server-2048,client,-,reuse,false,small,3004,31,10378
tls-undertow,11,-,need,server-2048,client-2048,-,new,false,-,4837,31,0
tls-undertow,11,-,need,server-2048,client-2048,-,new,false,huge,146,31,104857742
tls-undertow,11,-,need,server-2048,client-2048,-,new,false,large,1107,31,10485901
tls-undertow,11,-,need,server-2048,client-2048,-,new,false,medium,4027,31,524427
tls-undertow,11,-,need,server-2048,client-2048,-,new,false,small,4469,31,10378
tls-undertow,11,-,need,server-2048,client-2048,-,reuse,false,-,4877,31,0
tls-undertow,11,-,need,server-2048,client-2048,-,reuse,false,huge,145,31,104857742
tls-undertow,11,-,need,server-2048,client-2048,-,reuse,false,large,1108,31,10485901
tls-undertow,11,-,need,server-2048,client-2048,-,reuse,false,medium,4003,31,524427
tls-undertow,11,-,need,server-2048,client-2048,-,reuse,false,small,4453,31,10378
