server,jreVersion,tcNativeVersion,clientAuth,serverCert,clientCert,cipher,resumption,enabledExtendedMasterSecret,openSSLClientVersion,page,connections/duration,duration,bytes/connection
tls-tomcat,10,-,need,server,client,-,new,true,1.1.1,small,1613,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.0.2p,-,1697,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.0.2p,huge,1682,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.0.2p,large,1662,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.0.2p,medium,1683,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.0.2p,small,1678,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.1.1,-,16358,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.1.1,huge,23119,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.1.1,large,22966,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.1.1,medium,23040,31,0
tls-tomcat,10,-,need,server,client,-,reuse,true,1.1.1,small,22205,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.0.2p,-,2120,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.0.2p,huge,2056,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.0.2p,large,2045,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.0.2p,medium,2056,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.0.2p,small,2049,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.1.1,-,1952,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.1.1,huge,2007,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.1.1,large,2018,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.1.1,medium,1992,31,0
tls-tomcat,10,-,need,server,client-2048,-,new,true,1.1.1,small,1993,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.0.2p,-,2091,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.0.2p,huge,2048,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.0.2p,large,2068,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.0.2p,medium,2034,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.0.2p,small,2053,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.1.1,-,28638,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.1.1,huge,23107,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.1.1,large,22797,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.1.1,medium,22820,31,0
tls-tomcat,10,-,need,server,client-2048,-,reuse,true,1.1.1,small,22661,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.0.2p,-,3534,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.0.2p,huge,3405,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.0.2p,large,3437,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.0.2p,medium,3404,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.0.2p,small,3450,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.1.1,-,3146,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.1.1,huge,3340,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.1.1,large,3318,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.1.1,medium,3329,31,0
tls-tomcat,10,-,need,server-2048,client,-,new,true,1.1.1,small,3257,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.0.2p,-,3492,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.0.2p,huge,3422,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.0.2p,large,3403,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.0.2p,medium,3428,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.0.2p,small,3391,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.1.1,-,16346,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.1.1,huge,23904,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.1.1,large,23854,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.1.1,medium,23808,31,0
tls-tomcat,10,-,need,server-2048,client,-,reuse,true,1.1.1,small,23858,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.0.2p,-,5278,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.0.2p,huge,4939,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.0.2p,large,5043,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.0.2p,medium,5248,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.0.2p,small,5191,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.1.1,-,4928,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.1.1,huge,5065,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.1.1,large,5088,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.1.1,medium,5114,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,new,true,1.1.1,small,5067,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.0.2p,-,5383,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.0.2p,huge,4990,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.0.2p,large,4927,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.0.2p,medium,5075,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.0.2p,small,5313,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.1.1,-,25991,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.1.1,huge,23102,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.1.1,large,23734,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.1.1,medium,23970,31,0
tls-tomcat,10,-,need,server-2048,client-2048,-,reuse,true,1.1.1,small,23681,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,-,3467,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,huge,182,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,large,1192,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,medium,3024,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,small,3274,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,-,3258,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,huge,180,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,large,1170,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,medium,2890,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,small,3025,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,-,53231,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,huge,11,62,95325218
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,large,12,60,9612074
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,medium,2,60,262212
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,small,45,60,10145
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,-,16368,33,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,huge,5,61,83886192
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,large,7,60,8987913
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,medium,3,60,349616
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,small,2,60,5188
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,-,5372,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,huge,189,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,large,1383,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,medium,4399,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,small,4976,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,-,4979,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,huge,190,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,large,1365,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,medium,4241,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,small,4484,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,-,53426,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,huge,15,62,97867224
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,large,3,60,6990599
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,medium,8,60,458871
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,small,15,60,9684
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,-,38352,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,huge,1,60,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,large,8,60,9175161
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,medium,1,60,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,small,4,60,7782
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,-,5398,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,huge,189,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,large,1390,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,medium,4393,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,small,5013,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,-,4901,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,huge,188,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,large,1373,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,medium,4235,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,small,4533,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,-,51975,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,huge,9,61,93206880
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,large,1,60,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,medium,7,60,449507
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,small,6,60,8646
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,-,38186,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,huge,6,61,87381450
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,large,15,60,9786839
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,medium,11,60,476750
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,small,6,60,8646
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,-,12087,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,huge,191,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,large,1567,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,medium,7793,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,small,10275,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,-,9529,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,huge,188,31,104857740
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,large,1523,31,10485899
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,medium,7362,31,524425
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,small,8603,31,10376
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,-,54058,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,huge,1,60,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,large,7,60,8987913
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,medium,2,60,262212
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,small,4,60,7782
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,-,38181,31,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,huge,1,60,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,large,3,60,6990599
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,medium,1,60,0
tls-tomcat,10,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,small,1,60,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,-,3404,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,huge,174,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,large,1145,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,medium,2923,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,small,3172,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,-,3224,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,huge,173,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,large,1154,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,medium,2890,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,small,3037,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,-,50328,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,huge,2,60,52428870
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,large,1,60,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,medium,8,60,458871
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,small,1,60,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,-,16348,34,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,huge,2,60,52428870
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,large,2,60,5242949
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,medium,1,60,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,small,3,60,6917
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,-,5367,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,huge,182,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,large,1339,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,medium,4319,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,small,4938,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,-,4827,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,huge,180,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,large,1337,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,medium,4206,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,small,4501,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,-,49793,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,huge,2,60,52428870
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,large,21,60,9986570
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,medium,6,60,437020
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,small,10,60,9338
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,-,35333,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,huge,2,60,52428870
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,large,3,60,6990599
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,medium,1,60,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,small,3,60,6917
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,-,5259,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,huge,173,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,large,1270,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,medium,4172,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,small,4766,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,-,4947,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,huge,171,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,large,1263,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,medium,4057,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,small,4353,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,-,49862,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,huge,12,62,96119595
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,large,3,60,6990599
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,medium,9,60,466155
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,small,13,60,9577
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,-,16356,33,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,huge,17,63,98689637
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,large,14,60,9736906
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,medium,1,60,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,small,4,60,7782
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,-,11786,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,huge,182,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,large,1482,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,medium,7301,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,small,9649,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,-,10474,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,huge,179,31,104857740
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,large,1497,31,10485899
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,medium,7199,31,524425
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,small,8487,31,10376
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,-,50834,31,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,huge,10,61,94371966
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,large,5,60,8388719
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,medium,3,60,349616
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,small,6,60,8646
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,-,16352,34,0
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,huge,3,61,69905160
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,large,9,60,9320799
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,medium,5,60,419540
tls-tomcat,10,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,small,3,60,6917
tls-tomcat,11,-,need,server,client,-,new,true,1.0.2p,-,1734,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.0.2p,huge,1716,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.0.2p,large,1671,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.0.2p,medium,1663,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.0.2p,small,1672,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.1.1,-,1635,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.1.1,huge,1692,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.1.1,large,1636,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.1.1,medium,1617,31,0
tls-tomcat,11,-,need,server,client,-,new,true,1.1.1,small,1642,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.0.2p,-,1676,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.0.2p,huge,1672,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.0.2p,large,1651,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.0.2p,medium,1660,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.0.2p,small,1681,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.1.1,-,16352,33,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.1.1,huge,21969,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.1.1,large,21551,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.1.1,medium,21564,31,0
tls-tomcat,11,-,need,server,client,-,reuse,true,1.1.1,small,21818,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.0.2p,-,2094,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.0.2p,huge,2047,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.0.2p,large,2064,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.0.2p,medium,2038,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.0.2p,small,2022,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.1.1,-,1888,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.1.1,huge,2018,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.1.1,large,1990,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.1.1,medium,1961,31,0
tls-tomcat,11,-,need,server,client-2048,-,new,true,1.1.1,small,1961,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.0.2p,-,2053,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.0.2p,huge,2029,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.0.2p,large,2045,31,0
