server,jreVersion,tcNativeVersion,clientAuth,serverCert,clientCert,cipher,resumption,enabledExtendedMasterSecret,openSSLClientVersion,page,connections/duration,duration,bytes/connection
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.0.2p,medium,2064,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.0.2p,small,2103,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.1.1,-,16345,33,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.1.1,huge,22119,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.1.1,large,22000,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.1.1,medium,21438,31,0
tls-tomcat,11,-,need,server,client-2048,-,reuse,true,1.1.1,small,21296,31,0
tls-tomcat,11,-,need,server-2048,client,-,new,true,1.1.1,-,2993,31,0
tls-tomcat,11,-,need,server-2048,client,-,new,true,1.1.1,huge,3202,31,0
tls-tomcat,11,-,need,server-2048,client,-,new,true,1.1.1,large,3215,31,0
tls-tomcat,11,-,need,server-2048,client,-,new,true,1.1.1,medium,3153,31,0
tls-tomcat,11,-,need,server-2048,client,-,new,true,1.1.1,small,3093,31,0
tls-tomcat,11,-,need,server-2048,client-2048,-,new,true,1.1.1,-,4825,31,0
tls-tomcat,11,-,need,server-2048,client-2048,-,new,true,1.1.1,large,4803,31,0
tls-tomcat,11,-,need,server-2048,client-2048,-,new,true,1.1.1,medium,4730,31,0
tls-tomcat,11,-,need,server-2048,client-2048,-,new,true,1.1.1,small,4842,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,-,3439,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,huge,187,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,large,1182,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,medium,2874,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.0.2p,small,3169,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,-,3068,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,huge,185,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,large,1164,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,medium,2726,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,small,3003,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,-,55055,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,huge,3,60,69905160
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,large,5,60,8388719
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,medium,30,60,506944
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.0.2p,small,25,60,9960
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,-,37659,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,huge,13,62,96791760
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,medium,3,60,349616
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client,-,reuse,true,1.1.1,small,3,60,6917
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,-,5284,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,huge,184,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,large,1333,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,medium,4191,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,small,4851,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,-,4840,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,huge,177,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,large,1279,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,medium,3927,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,small,4245,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,-,53401,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,huge,5,61,83886192
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,large,30,60,10136369
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,medium,9,60,466155
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,small,3,60,6917
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,-,16370,33,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,huge,2,60,52428870
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,large,4,60,7864424
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,medium,6,60,437020
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,small,7,60,8893
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,-,5290,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,huge,187,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,large,1343,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,medium,4200,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,small,4845,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,-,4752,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,huge,187,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,large,1335,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,medium,4022,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,small,4215,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,-,53126,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,huge,7,61,89878062
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,medium,21,60,499452
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.0.2p,small,11,60,9432
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,-,37303,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,huge,5,60,83886192
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,large,26,60,10082595
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,medium,13,60,484084
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,small,10,60,9338
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,-,12008,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,huge,191,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,large,1530,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,medium,7390,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.0.2p,small,9797,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,-,10087,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,huge,188,31,104857740
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,large,1537,31,10485899
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,medium,6995,31,524425
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,new,true,1.1.1,small,8149,31,10376
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,-,54122,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,huge,19,63,99338911
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,large,25,60,10066463
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,medium,2,60,262212
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.0.2p,small,7,60,8893
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,-,37062,31,0
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,huge,6,61,87381450
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,large,4,60,7864424
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,medium,23,60,501623
tls-tomcat,11,1.2.17-openssl-1.0.2,need,server-2048,client-2048,-,reuse,true,1.1.1,small,8,60,9079
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,-,3290,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,huge,175,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,large,1168,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,medium,2892,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.0.2p,small,3117,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,-,3065,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,huge,175,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,large,1133,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,medium,2756,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,new,true,1.1.1,small,2835,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,-,49901,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,huge,13,62,96791760
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,large,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,medium,9,60,466155
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.0.2p,small,16,60,9727
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,-,16357,34,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,huge,5,61,83886192
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,medium,6,60,437020
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client,-,reuse,true,1.1.1,small,5,60,8300
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,-,5175,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,huge,175,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,large,1275,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,medium,4093,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.0.2p,small,4709,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,-,4812,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,huge,176,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,large,1272,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,medium,3981,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,new,true,1.1.1,small,4332,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,-,50352,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,huge,5,61,83886192
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,medium,10,60,471982
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.0.2p,small,6,60,8646
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,-,35356,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,huge,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,large,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,medium,2,60,262212
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server,client-2048,-,reuse,true,1.1.1,small,5,60,8300
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,-,5214,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,huge,180,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,large,1324,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,medium,4095,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.0.2p,small,4724,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,-,4893,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,huge,181,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,large,1297,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,medium,3980,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,new,true,1.1.1,small,4248,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,-,49444,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,huge,9,61,93206880
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,large,4,60,7864424
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,medium,2,60,262212
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.0.2p,small,4,60,7782
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,-,16359,34,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,huge,1,60,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,medium,10,60,471982
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client,-,reuse,true,1.1.1,small,4,60,7782
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,-,11563,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,huge,185,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,large,1485,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,medium,7199,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.0.2p,small,9427,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,-,10046,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,huge,183,31,104857740
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,large,1496,31,10485899
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,medium,6976,31,524425
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,new,true,1.1.1,small,8328,31,10376
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,-,50663,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,huge,4,60,78643305
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,large,2,60,5242949
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,medium,2,60,262212
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.0.2p,small,22,60,9904
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,-,35695,31,0
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,huge,4,61,78643305
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,large,6,60,8738249
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,medium,4,60,393318
tls-tomcat,11,1.2.17-openssl-1.1.1,need,server-2048,client-2048,-,reuse,true,1.1.1,small,1,60,0
tls-tomcat-9,1.8,1.2.17-openssl-1.0.2,need,server,client,-,new,true,1.1.1,-,3266,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,-,5415,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,huge,187,31,104857740
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,large,1393,31,10485899
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,medium,4555,31,524425
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.0.2p,small,5133,31,10376
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,-,4967,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,huge,188,31,104857740
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,large,1392,31,10485899
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,medium,4346,31,524425
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,new,true,1.1.1,small,4686,31,10376
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,-,53230,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,huge,13,62,96791760
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,large,7,60,8987913
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,medium,9,60,466155
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.0.2p,small,12,60,9511
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,-,36924,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,huge,5,61,83886192
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,large,3,60,6990599
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,medium,2,60,262212
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server,client-2048,-,reuse,true,1.1.1,small,7,60,8893
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,-,5416,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,huge,189,31,104857740
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,large,1392,31,10485899
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,medium,4555,31,524425
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.0.2p,small,5161,31,10376
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,-,4977,31,0
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,huge,186,31,104857740
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,large,1375,31,10485899
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,medium,4384,31,524425
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,new,true,1.1.1,small,4694,31,10376
tls-tomcat-9,10,1.2.17-openssl-1.0.2,need,server-2048,client,-,reuse,true,1.1.1,-,16331,33,0
